EEG.AF3,EEG.T7,EEG.Pz,EEG.T8,EEG.AF4
29.37588,-6.84423,3.17374,10.43631,25.71520
71.06799,-13.07607,9.06159,18.96556,75.18346
50.04520,-10.63218,2.66848,3.51318,57.34733
39.34921,-10.98517,-4.23000,-2.76539,42.98541
52.25169,-1.36353,6.56632,11.67433,52.44567
43.98431,10.37899,9.37818,13.36406,43.64672
30.05463,-2.34895,1.23057,3.71879,29.62245
21.77490,-9.42846,-3.24258,3.23267,24.46549
25.89438,4.89537,-3.79408,8.68080,30.23885
30.07308,8.47038,1.36235,8.30096,29.89992
20.97863,2.54685,4.07521,8.75712,21.36118
10.76174,3.67053,3.50338,11.15142,16.57475
8.79717,2.17480,2.40183,6.11536,12.94723
7.44151,-1.26611,4.42464,-1.68523,7.55573
2.24262,-1.34386,6.49832,-6.25117,4.27736
3.13406,-2.29351,5.24608,-3.63867,6.09782
10.69091,1.67447,15.16085,4.79613,11.62917
14.24604,8.20342,19.26948,8.83777,16.01897
18.69767,9.06696,12.74963,9.59201,21.09669
20.09018,4.04012,11.26210,7.93666,19.45664
10.36509,-9.22670,-2.69932,2.34269,7.00599
12.45727,-12.01358,-8.82721,1.12318,10.53598
28.94332,5.66098,2.88132,0.70387,29.95941
28.73658,11.74313,0.11955,-3.48175,31.64916
14.28235,-2.25497,-7.54941,-3.59664,18.45242
10.33051,-6.94227,-8.81614,-5.11301,14.83108
11.19909,0.67393,-5.60511,-12.99876,16.00078
3.69113,1.53484,0.13651,-17.66922,7.85272
0.32565,-0.18389,5.02446,-16.46701,3.71820
7.27913,4.95220,13.60610,-11.96863,7.24250
9.85298,8.55370,10.44510,-5.30764,1.05607
4.89127,5.02625,0.36678,-2.55980,-4.94561
2.62182,5.23249,5.24630,-6.46106,1.73531
6.24316,10.77885,13.40360,-4.76279,9.50735
6.58245,4.94173,10.01686,5.83341,13.34193
-1.23077,-9.08967,-6.44838,7.78882,11.39931
-6.80823,-8.08094,-11.57328,0.64579,0.27071
