EEG.AF3,EEG.T7,EEG.Pz,EEG.T8,EEG.AF4
21.47650,-2.47345,0.29539,-1.60035,42.66059
-0.57476,-10.67853,2.85936,-16.98511,46.24995
-23.13873,-35.29376,-3.80715,-11.34400,53.42964
10.70697,-10.67853,-16.11477,-3.13892,39.58344
16.86127,20.09101,-22.26857,-5.19019,22.14741
-5.70318,5.73163,-11.49953,-4.16431,38.04487
-13.39557,-27.08868,-14.57619,-15.95923,41.12202
3.01508,-16.83233,-13.03811,-9.29273,30.35249
-5.70318,15.98847,-9.44826,4.04077,35.48091
-15.44683,-10.67853,-11.49953,4.04077,43.68598
11.22016,-43.49884,-2.26857,12.24585,45.73725
15.32270,-8.62726,-5.85842,-1.08765,38.55805
-8.77984,42.65497,-10.98684,-15.44654,39.07075
-11.34430,22.14228,-6.37111,-1.60035,39.58344
3.01508,-22.98614,-5.34572,5.06616,34.45551
-21.08746,-14.78106,-7.39699,-1.60035,31.37837
-35.44683,-12.72980,-12.52492,4.04077,23.68598
16.34809,-16.83233,1.83397,14.80981,47.27583
17.88666,-12.72980,3.37254,-18.01050,60.60932
-32.36969,-0.42218,-19.19191,-28.78003,27.78852
-6.21588,20.09101,-10.98684,29.16870,39.07075
32.24555,-0.42218,-7.39699,23.01489,71.37837
8.65570,-20.93487,-22.26857,-32.36939,59.07075
-20.06207,-2.47345,-28.42238,-24.67701,23.17329
-26.72857,-6.57599,-30.47365,1.98950,8.81440
-9.29303,-29.13995,-13.55080,-7.24146,43.17329
10.70697,-14.78106,2.85936,-16.47193,64.71186
20.96381,24.19354,6.44920,6.09204,52.40425
11.73285,28.29608,1.83397,21.47680,52.40425
-2.62603,7.78290,-6.37111,1.98950,62.66059
18.39936,9.83417,2.34666,-9.80542,61.12202
26.60443,-6.57599,2.85936,-4.67701,46.24995
9.68158,-12.72980,6.44920,11.73315,50.86567
7.63031,26.24481,23.37254,24.04077,67.27583
11.22016,42.65497,19.27000,11.73315,62.66059
34.81000,40.60370,18.24412,20.45092,69.83979
48.14301,24.19354,21.83397,41.98950,85.22456
21.47650,3.68036,17.73143,41.98950,96.50678
2.50190,11.88593,13.11570,45.57934,104.19868
27.63031,15.98847,0.80809,32.75854,89.83979
49.68158,3.68036,-1.24318,29.68188,90.86567
-6.72857,-8.62726,1.32127,65.57934,89.32710
-52.88238,-14.78106,0.80809,80.45092,67.27583
-4.67730,-20.93487,6.96189,50.70727,68.30122
13.27143,-16.83233,4.39793,18.91235,75.48091
-27.24127,11.88593,8.50047,31.73315,68.30122
-25.70318,11.88593,12.09031,61.47680,55.48091
1.47650,-27.08868,5.42381,68.14331,63.17329
-18.52350,-37.34503,9.01316,47.63061,83.17329
-50.31842,-4.52472,6.44920,12.75854,67.78852
-22.62603,18.03974,16.19285,38.39965,68.30122
6.09174,13.93720,32.09031,83.01489,90.35249
-12.88238,24.19354,25.93650,56.34839,77.53218
-25.70318,22.14228,21.32127,37.88696,66.24995
-16.98492,-12.72980,18.75682,63.52807,78.55805
12.24555,5.73163,20.29539,78.39965,92.40425
15.32270,36.50116,19.78270,63.01489,83.17329
-26.72857,7.78290,15.16697,41.98950,68.81440
-29.29303,24.19354,27.98777,38.39965,86.24995
-7.24127,36.50116,27.98777,37.37426,88.30122
7.11762,11.88593,22.85936,46.60473,72.91694
18.91254,36.50116,33.11570,61.47680,82.14741
1.47650,30.34735,30.03904,65.06616,101.63471
-13.39557,1.62909,32.09031,78.91235,100.60932
-4.16461,44.70624,39.78270,82.50219,71.37837
6.60443,71.37274,37.73143,61.47680,70.35249
8.65570,34.44989,32.09031,51.73315,105.73725
20.96381,34.44989,25.42381,54.80981,105.22456
46.60443,50.86005,37.73143,66.09204,92.91694
34.29682,11.88593,37.21824,51.21997,98.55805
12.75873,32.39862,26.96189,15.83569,103.68598
25.06635,85.73163,30.03904,13.78442,95.99360
39.42524,42.65497,20.29539,21.47680,81.12202
50.19428,24.19354,17.73143,25.57934,89.83979
34.81000,67.27020,22.85936,27.11743,84.71186
21.98920,63.16767,27.98777,36.34839,66.24995
56.34809,46.75751,39.27000,41.47680,90.35249
44.04047,59.06513,26.96189,21.98950,99.07075
9.68158,67.27020,12.60301,28.14331,73.42964
32.24555,44.70624,14.14158,36.86108,65.73725
38.39936,42.65497,15.68016,20.96362,74.45551
3.01508,69.32147,15.16697,15.83569,67.78852
2.50190,87.78290,13.62889,16.34839,52.91694
34.29682,69.32147,30.03904,21.47680,68.81440
9.68158,5.73163,37.73143,26.60473,72.91694
-14.42096,18.03974,30.03904,23.01489,55.48091
25.57904,81.62909,39.78270,28.14331,64.71186
26.60443,44.70624,37.73143,32.24585,66.24995
12.75873,36.50116,32.60301,34.80981,65.73725
31.22016,104.19354,39.27000,32.75854,74.96821
21.98920,71.37274,31.57762,20.45092,61.12202
17.37397,26.24481,31.57762,30.19458,66.76313
43.52777,77.52655,30.55174,37.88696,84.19868
44.55317,67.27020,20.29539,42.50219,74.96821
7.63031,11.88593,15.16697,27.63061,55.99360
0.45063,59.06513,19.78270,-7.75415,49.32710
32.75873,95.98847,42.85936,16.34839,66.24995
29.68158,26.24481,43.37254,47.63061,73.94233
34.29682,18.03974,30.55174,29.68188,79.07075
69.16889,91.88593,39.78270,17.37426,90.86567
46.09174,77.52655,39.27000,18.39965,79.07075
18.39936,22.14228,35.16697,24.04077,73.94233
37.37397,18.03974,34.65428,28.14331,76.50678
52.75873,38.55243,41.83397,18.39965,74.45551
43.52777,48.80878,54.14158,12.24585,80.09614
41.47650,48.80878,49.01316,36.34839,88.30122
72.24555,52.91132,50.55174,71.73315,100.60932
66.09174,52.91132,51.57762,50.19458,89.83979
21.47650,54.96259,49.01316,18.91235,78.55805
35.83539,83.68036,64.39793,49.16870,96.50678
66.60443,75.47528,60.29539,59.93823,95.48091
61.98920,59.06513,48.50047,47.11743,91.37837
40.96381,50.86005,53.11570,68.14331,92.40425
36.34809,44.70624,57.73143,71.21997,91.37837
60.45063,71.37274,65.93650,50.70727,115.48091
69.68158,73.42401,66.96189,54.29712,122.66059
52.24555,46.75751,61.32127,55.32299,94.96821
36.86127,59.06513,53.62889,31.73315,81.63471
41.47650,81.62909,47.47508,24.04077,91.37837
39.42524,67.27020,53.11570,43.52807,86.76313
14.29682,32.39862,47.98777,44.04077,60.09614
30.19428,57.01386,55.68016,40.96362,72.91694
60.45063,87.78290,70.03904,60.96362,108.30122
51.22016,61.11640,59.78270,65.57934,103.17329
53.78412,48.80878,53.62889,52.75854,88.81440
54.81000,75.47528,49.01316,38.91235,88.30122
51.22016,81.62909,50.03904,48.14331,108.81440
54.29682,54.96259,51.06443,69.16870,119.58344
39.93793,75.47528,41.83397,65.57934,99.07075
50.19428,110.34735,55.68016,61.98950,105.73725
70.19428,65.21894,61.83397,46.09204,124.71186
67.63031,32.39862,54.14158,44.55346,113.94233
64.55317,81.62909,61.32127,79.42553,104.19868
58.39936,118.55243,64.39793,79.42553,107.27583
57.37397,110.34735,60.80809,67.11743,110.86567
55.83539,83.68036,50.55174,63.52807,95.99360
48.65570,52.91132,49.01316,58.91235,94.96821
51.73285,63.16767,60.80809,68.65600,116.50678
68.65570,85.73163,54.14158,66.09204,117.53218
91.73285,81.62909,51.06443,44.55346,128.30122
109.16889,71.37274,56.70555,28.65600,158.04487
132.75873,69.32147,57.21824,48.65600,183.68598
