EEG.AF3,EEG.T7,EEG.Pz,EEG.T8,EEG.AF4
246.14297,-31.58467,-36.92913,-40.74258,-419.92577
208.70693,-33.63594,-32.31390,-36.64004,-389.15648
169.73281,-29.53341,-25.64739,-37.66592,-373.77196
190.75820,-23.37960,-11.28802,-35.10195,-380.43846
184.09170,-35.68721,-19.49310,-42.28115,-388.64354
124.60439,-37.73848,-35.90374,-53.56338,-393.25902
101.52773,-33.63594,-34.87786,-57.15322,-392.23339
122.04043,-19.27706,-17.95501,-39.20449,-361.46410
103.06631,-9.02071,-10.77532,-31.51211,-347.61791
58.45058,-21.32833,-31.80120,-52.02480,-382.48973
57.42519,-21.32833,-32.82659,-50.48623,-386.07958
58.45058,-13.12325,-15.90374,-35.10195,-368.64354
42.04043,-15.17452,-14.87786,-37.15322,-372.23339
44.09170,-21.32833,-17.44183,-40.74258,-374.28466
36.91250,-25.43087,-13.85247,-36.12734,-382.48973
22.55312,-19.27706,-12.31390,-31.51211,-392.23339
27.68154,-17.22579,-17.95501,-34.58877,-382.48973
35.37392,-17.22579,-17.95501,-39.71718,-377.36156
33.32265,-15.17452,-17.44183,-50.99941,-400.43846
26.65566,-13.12325,-26.67278,-59.71718,-419.92577
32.29678,1.23564,-17.95501,-41.25576,-394.79760
36.91250,3.28691,-2.57024,-25.35830,-377.87450
40.50185,-4.91817,5.12214,-22.28115,-391.72045
57.42519,5.33818,17.94245,-7.40957,-390.69481
61.01504,-0.81563,6.66071,-12.53750,-392.74633
65.63027,-4.91817,-8.21136,-26.38369,-376.84887
86.14297,7.38945,-2.57024,-20.74258,-352.74633
106.65566,9.44072,-3.59612,-13.05068,-376.84887
131.27139,13.54325,2.04499,-4.84511,-377.36156
160.50185,19.69706,9.73737,-5.35830,-324.02831
191.27139,32.00468,15.89118,-2.28115,-298.90013
208.70693,29.95341,19.48103,4.89805,-317.36156
209.73281,19.69706,25.12214,5.92393,-307.61791
220.50185,29.95341,50.76325,20.28282,-286.07958
211.78408,23.79960,37.42976,12.07774,-325.05394
177.93789,17.64579,5.63483,-8.94814,-369.66918
146.65566,23.79960,14.86579,-2.28115,-376.84887
119.47646,15.59452,15.89118,1.30869,-386.59227
122.55312,19.69706,11.27595,2.33408,-393.77196
116.39931,27.90214,23.07087,14.12901,-409.15648
74.86123,23.79960,25.12214,16.18028,-434.79760
49.22012,23.79960,22.04499,6.94932,-438.38720
53.83535,25.85087,31.78864,9.00059,-433.25902
53.32265,29.95341,43.58356,23.87266,-442.48973
10.24551,19.69706,23.07087,12.07774,-474.28466
-10.26719,17.64579,11.78864,5.92393,-482.48973
16.39931,36.10771,36.40388,28.48789,-452.23339
13.83535,38.15898,32.81452,26.94932,-461.46410
-9.24180,27.90214,17.42976,19.25742,-487.10521
-13.85703,25.85087,23.07087,24.89805,-480.43846
-13.34434,32.00468,29.73737,20.28282,-476.84887
-18.98496,29.95341,26.14753,15.15489,-499.41283
-17.44688,21.74833,24.09626,26.43662,-494.28466
-10.77988,25.85087,19.99372,26.43662,-471.72045
-21.54942,13.54325,-1.03167,-0.22988,-495.31029
-23.08750,17.64579,7.68610,11.05186,-495.82323
-2.06211,44.31279,43.58356,46.94932,-458.38720
-7.19004,36.10771,34.35261,31.56504,-478.38720
-23.08750,21.74833,14.35261,10.02647,-506.07958
-22.06211,27.90214,26.66071,19.77012,-489.66918
-26.16465,44.31279,39.99372,30.02647,-481.46410
-11.29307,58.67167,50.25007,38.23155,-488.64354
7.68154,46.36406,46.66071,32.59043,-488.13085
-6.16465,29.95341,29.73737,13.10313,-477.36156
-22.06211,27.90214,22.55817,5.92393,-472.74633
-3.08750,34.05644,24.09626,19.77012,-475.82323
40.50185,50.46659,41.01960,45.41123,-436.84887
48.70693,48.41533,35.37849,35.66758,-393.25902
42.55312,36.10771,19.48103,12.07774,-406.59227
79.47646,46.36406,37.42976,22.33408,-411.72045
103.06631,58.67167,51.78864,37.71885,-369.66918
106.14297,60.72294,52.30134,43.35996,-334.79760
141.01504,48.41533,51.78864,43.87266,-328.13085
182.04043,44.31279,52.81452,48.48789,-315.31029
173.32265,44.31279,49.73737,48.48789,-305.05394
154.86123,42.26152,46.66071,47.97520,-317.36156
162.55312,46.36406,55.89118,54.12901,-316.84887
136.39931,34.05644,45.63483,42.84678,-327.10521
110.75820,32.00468,31.78864,37.71885,-345.05394
116.39931,40.21025,41.53229,47.97520,-339.41283
93.83535,29.95341,46.14753,46.94932,-346.59227
58.96377,27.90214,43.07087,47.46250,-368.64354
29.22012,27.90214,32.81452,42.84678,-386.07958
11.78408,21.74833,27.68610,35.66758,-381.97704
5.63027,17.64579,35.89118,41.30869,-373.25902
-21.54942,5.33818,21.53229,35.66758,-396.84887
-37.44688,5.33818,8.19880,30.53916,-400.95140
-28.21592,7.38945,11.78864,36.69297,-375.31029
-36.42100,3.28691,6.66071,33.61631,-386.07958
-62.57481,-0.81563,-5.13421,15.66758,-418.90013
-76.42100,-9.02071,-6.67278,3.87266,-421.46410
-63.08750,7.38945,18.45563,24.38535,-390.18212
-58.98496,13.54325,24.09626,36.18028,-392.74633
-80.52354,-13.12325,-10.77532,14.12901,-422.48973
-95.90830,-23.37960,-22.57024,-4.33242,-412.23339
-97.95957,-17.22579,-11.80120,-11.51211,-402.48973
-83.08750,-4.91817,-1.54437,-2.28115,-399.92577
-91.80576,-4.91817,-1.54437,6.94932,-399.41283
-126.67735,-23.37960,-18.98040,-8.94814,-419.41283
