EEG.AF3,EEG.T7,EEG.Pz,EEG.T8,EEG.AF4
8.87468161,-9.97790827,-9.26881345,-3.07241304,6.98824385
17.05076717,-18.97672656,-22.01848766,-5.50929701,12.11396058
10.06132892,-13.34750971,-21.14941551,-0.49600782,4.75035898
0.91233274,-18.12766559,-16.08590363,-5.20363421,-2.93484557
3.88814423,-18.96919576,-12.12336718,-11.73964928,0.39366271
18.21171562,-6.47107910,-2.08874566,-0.58349060,13.82284432
18.06630767,-12.65406340,-0.14824070,-2.96075132,15.32553923
6.86509378,-20.79470314,-16.15134364,-19.09751404,9.02914086
4.15985678,-20.92353291,-20.04343856,-22.87834382,8.88782486
10.24720577,-21.14618161,-8.62633895,-13.92950106,13.82099855
20.10077243,-11.11243729,-6.87127991,-6.27360728,20.77922761
20.09385300,-0.92393187,-6.20025964,-8.77521436,18.01872862
20.52727354,5.71408966,0.61246113,4.76202332,21.88575678
16.05606893,5.18961341,6.15112859,15.95100169,23.02817720
7.86267235,2.61109941,5.20211443,1.99485403,11.70964936
12.91905870,8.72138143,3.94959275,0.56748746,13.16294821
4.96560476,0.49844683,0.63434662,1.54139443,7.86239280
-0.45846462,-9.39923445,-13.94497964,-9.54585816,0.52651346
17.14047174,-7.42404216,-16.79294987,-14.37426684,11.04650274
30.84328189,-4.46412268,-6.68752480,-10.66572908,20.80166676
35.86887510,5.68039090,-5.12651795,-1.70804789,27.17684146
27.57251025,3.53852483,-5.58195602,-4.54681405,24.71184770
22.25551701,-3.81934622,-6.10275569,-7.77106714,24.28131696
29.18846479,0.47065302,-2.66566821,-2.21293693,30.38132557
22.91608143,0.54111439,2.31358141,-3.51350045,23.86448468
11.76278347,0.53223226,0.42713989,1.20128421,14.61145475
3.79773414,-7.50870234,-0.89292272,1.29919592,2.86966903
3.31910626,-13.27800766,-4.53486657,-3.80574142,-0.42549005
10.70518497,-2.76314829,-6.14432083,3.59538948,11.82473388
10.92840204,-3.25654422,-6.43108563,5.68193316,13.60353610
12.38898668,-9.35166779,-12.02719794,5.03181090,10.95115576
8.86919093,-11.11144452,-11.44935012,2.94805985,6.77814318
-0.12429955,-13.33885328,-10.34127443,-2.60889260,1.57841480
-0.41014232,-20.31619942,-10.04893094,-4.64056034,3.76815457
2.96321806,-25.29175184,-5.73384951,-8.65058419,5.10644133
