EEG.AF3,EEG.T7,EEG.Pz,EEG.T8,EEG.AF4
-9.03150656,-4.21861166,-8.89239563,-21.82101047,-3.36538827
-24.82245594,-10.34639449,-25.79515166,-48.47614733,-12.30150298
-24.46527710,-6.24736468,-24.97955050,-39.03583144,-12.58790891
-8.51187301,4.15659354,-12.60714202,-21.30883732,3.45001553
1.30259205,7.59023905,-12.84976945,-11.17320143,13.27279861
-1.84949983,5.92253725,-16.27825032,-9.47439123,3.57311816
-6.60191822,7.85231450,-19.41713591,-19.48721727,-9.96654863
-9.72988405,12.50872738,-22.95455596,-26.03380879,-12.27592005
-14.91071034,12.88050820,-24.47555427,-31.21066259,-7.39429636
-14.32083347,11.47255714,-24.39202609,-29.71511126,-2.82839643
-8.91315352,16.67128866,-15.22627718,-14.51237874,3.57342724
-5.03835845,22.33029716,-12.87448992,-4.82407905,7.01375446
-0.83864044,19.33169137,-17.14798961,-6.75080235,3.40354672
3.76215256,16.48412172,-9.39202110,3.35327267,7.95616456
15.09212974,20.11403804,-2.13897736,24.09627067,24.32136191
22.71996395,19.78795105,-0.28243751,24.05797367,26.02633179
6.08647468,16.48181630,0.34891816,8.98120991,7.84676966
-10.91631171,22.73177752,8.63880232,11.06081489,0.95553410
-7.95504002,31.65484008,18.58508339,20.26250250,9.12919885
-2.57292189,31.35054337,4.61538798,12.17860152,6.95706067
-2.33316889,27.74499829,-8.76926097,0.07739083,-3.42621759
-4.93840863,30.22204749,-2.19593459,4.25753708,-2.36419509
-2.14263419,35.13760899,2.19590387,15.66841207,13.06010037
11.67161537,32.19405073,2.77632042,15.94833336,22.70960653
17.44697117,24.18193457,9.97132501,12.03465303,12.78856981
15.92195430,27.56277288,26.99636247,23.58842793,13.28651301
29.82777449,38.16306755,34.73925855,40.94122537,38.85540879
50.22098268,32.57449670,27.79025134,40.03702280,56.37092016
54.21181637,17.60408532,22.57247185,25.14577248,58.91517228
46.18296986,12.67691453,11.40390573,13.40059865,64.42291976
53.48465334,16.65807149,10.95613645,14.66988630,73.64641927
72.35977014,27.62930283,29.48407072,28.65981918,83.54326177
65.63905531,39.61466296,35.28958610,36.69360167,89.90127077
48.78612705,40.96213537,27.08112829,34.26932547,85.79424034
57.92463538,35.22250416,20.09847039,37.76740727,76.01192493
65.45532795,30.61416628,24.11399281,38.22838058,70.62120786
54.82257167,24.29152621,29.04648616,27.69487003,69.24403397
50.43039209,17.25699499,28.46844017,28.63072059,67.65211943
47.40556191,12.67885910,39.04542716,38.99338273,65.93658091
42.64504268,13.98855994,49.96777404,39.76478783,65.17268147
45.70052439,19.51006209,52.24131843,35.60766774,60.65677954
37.17907717,12.85205262,43.02365308,27.05362086,43.71920924
18.54946728,3.01806868,26.28543502,18.67350640,28.88048261
18.46431570,10.66392804,29.39383053,23.41652100,32.96226687
24.60262432,13.19733734,30.20687843,19.32897641,30.98050238
11.63162208,-2.85882188,13.96151590,-4.17909582,10.74081568
-1.67490523,-1.00320047,17.34876627,-5.62215698,5.37026904
13.55798954,20.44300323,37.27056054,25.09301707,26.02201089
41.05536691,24.56442427,51.16641402,49.18481871,47.08303539
45.03209330,20.25600843,52.95907802,55.70690225,55.03936512
41.09747821,26.92294908,52.09329522,61.03692458,58.40131466
53.97847862,32.56716339,55.60607236,65.59448106,59.82576498
50.53412625,29.44286057,46.63736958,53.48045842,47.57390890
22.01433488,20.79793777,32.99057285,25.16098117,24.19992834
11.96370137,15.96920404,27.96978928,10.27534830,12.27517720
21.33191945,22.46799080,28.79253578,19.47111399,17.12819364
25.18598704,30.57833913,35.04169277,28.57914933,21.32920324
28.03860569,30.83394934,38.67661533,29.88526063,21.20084059
25.43250792,27.04544020,43.98416485,35.17350860,25.37324476
16.93343483,24.40051333,45.03982779,40.55382012,29.84786371
31.59918023,23.18848514,37.06299376,40.80053121,34.66026312
50.84613601,21.71735678,31.34303380,37.74134802,37.24040728
25.67820620,17.05181011,25.74146898,27.59048347,20.63339664
-8.75566503,6.86287700,29.02101198,19.22999550,0.10109360
3.33375019,0.14892274,31.24296772,24.82702354,7.62375353
30.66034307,5.15752885,28.84590318,36.63038031,36.68013204
34.19829523,12.73165297,43.24624744,45.26611271,62.19324611
28.75436639,10.69250842,47.27637143,50.54922817,68.85228844
24.44536232,2.73056914,37.05543536,55.85447617,61.33801867
21.21720705,4.19625947,40.52934964,70.56961974,66.18713887
31.18422276,13.66129022,43.80360802,89.95079555,89.31652901
38.57180195,16.22581316,37.90625997,88.70318697,91.97227004
22.48592544,17.33130018,32.37125880,73.90786106,64.76768553
10.48212615,23.28405817,38.58391336,73.26343829,54.30125729
13.37598322,19.55350401,43.44439679,76.24216322,61.14838322
5.76719947,8.42163842,34.23107794,70.22610532,49.47963108
-4.91201373,5.96338641,36.10824413,65.43982865,34.97235637
-3.43279986,9.63732667,40.24194832,60.88436911,33.78825880
-3.84450628,7.33517843,33.30821836,54.53582682,29.69258167
-11.74391943,0.67912194,33.15530591,54.13858012,21.56071726
-16.51621005,3.30931574,33.09390992,51.43039645,12.78194359
-16.58409046,9.44602623,22.15653318,35.34942509,-0.52217544
-10.86728950,11.16600667,4.39118760,23.15485890,-5.89652890
-0.20076693,16.02353763,-3.82329733,27.13689378,4.31585270
-2.80215768,15.35237932,-4.49240403,29.89715811,7.89882427
-15.67675156,3.51457439,-12.84330679,24.63480782,-3.78222292
-14.14139078,-0.04143890,-10.94417400,22.99297631,-9.05776393
