EEG.AF3,EEG.T7,EEG.Pz,EEG.T8,EEG.AF4
58.18685492,8.81117477,1.93497156,2.59073961,35.50701428
117.05927631,13.32583843,3.25175544,2.90857672,71.55022498
77.54768047,0.22618189,1.69929594,-4.84548163,43.26451023
49.32019984,5.34182489,0.29239000,-4.13338276,15.78264208
48.05156444,21.14494924,8.09300319,2.83442487,10.87927082
25.90822526,9.95569485,15.58984981,-2.82560693,4.41111447
15.38747042,-2.32405472,12.63018993,-0.66862267,6.27432189
12.76128706,6.53200015,21.31292807,10.09484875,7.28283644
3.29708597,15.19979068,26.59835641,-3.28796661,-2.87151185
-20.11674646,8.52320933,16.74274150,-28.04969779,-24.28230305
-40.00869950,-5.03582030,1.18064122,-35.65927273,-43.59975399
-39.63059138,-4.50241313,-10.02236211,-22.83163070,-44.42117958
-33.26847806,8.16976627,5.84742166,3.37595399,-27.26874565
-37.03163092,10.52314406,9.93804497,16.77694392,-19.16716662
-43.24572514,3.57783768,-0.63329228,3.39662022,-31.13277786
-45.78902009,-1.63109047,1.95249192,-9.90782276,-44.82187693
-50.09141673,-4.22206109,-8.62547000,-9.03878080,-46.30345131
-53.75189901,-4.88409101,-15.06162177,-7.69639910,-37.52690603
-58.62480714,-12.70503098,-16.40670151,-12.87115643,-42.00811225
-67.25514003,-23.52554978,-23.69506745,-21.29988926,-61.34071838
-67.05999828,-11.06659771,-15.75680539,-15.56503678,-59.39709796
-61.39689424,7.11297930,-7.99527490,4.01671575,-43.01309510
-65.16227182,-0.64465772,-4.69916015,3.11226343,-47.11935196
-70.17214100,-9.14697009,-12.44072697,-13.81621402,-59.18765806
-66.72758808,-4.46445054,-24.31635808,-12.54627931,-56.83856226
-67.40385819,-11.44565094,-22.25043325,-5.06947692,-55.67062008
-77.48426683,-22.27319012,-26.42188686,-14.60484023,-64.43087338
-77.36624249,-14.15277276,-17.98686037,-21.32075517,-60.17900928
-65.86514990,-1.78427505,-2.92888591,-11.71986452,-45.71171320
-61.13493021,-3.50785144,-2.92979042,-11.68732899,-42.76255441
-57.89200797,-12.47810254,2.56729686,-23.19334626,-44.63736470
-49.10279622,-12.85436929,2.88448412,-16.35490243,-40.28665510
-39.33347507,-2.08151561,9.79076871,4.22652489,-27.60300272
-33.14275263,-0.32604463,16.17778429,12.42759792,-18.55832224
-39.87002169,-12.58463264,0.74954602,8.91090193,-27.63929123
