EEG.AF3,EEG.T7,EEG.Pz,EEG.T8,EEG.AF4
117.49591,18.68532,-15.85139,-31.24958,-350.57528
129.29083,33.04470,-5.08234,-15.86531,-332.62655
130.82940,33.04470,3.12322,-4.07039,-320.83163
146.21368,16.63405,-10.21027,-15.35212,-328.52376
154.93194,26.89040,-4.56916,-16.37800,-324.42123
135.95733,35.09597,5.68719,-10.22419,-314.16488
134.41876,24.83913,1.07195,-10.73689,-309.54940
150.31622,24.83913,5.68719,-11.24958,-307.49813
133.39337,26.89040,3.12322,-17.91658,-321.34432
126.72638,28.94167,-0.46662,-20.99324,-332.62655
141.59845,26.89040,4.14861,-26.12166,-328.01107
148.26495,35.09597,14.91766,-22.53181,-314.16488
145.18829,55.60866,28.25115,-2.53181,-300.83163
137.49591,53.55739,20.55877,-3.04451,-304.93416
145.70099,49.45485,15.43084,-7.66023,-306.98543
154.41876,49.45485,15.94354,-3.04451,-303.90853
145.18829,37.14724,4.66131,-7.14705,-319.29305
149.80352,33.04470,11.32830,-4.07039,-320.83163
136.98321,30.99294,11.84100,-7.14705,-319.29305
102.62384,28.94167,-5.08234,-13.81404,-325.44686
131.34210,33.04470,4.66131,8.75042,-305.95980
174.93194,43.30105,23.12322,30.28850,-280.83163
160.57257,49.45485,24.14861,24.64788,-280.83163
143.13702,35.09597,16.45623,14.39153,-291.60091
175.95733,33.04470,15.43084,20.54534,-274.67782
211.34210,47.40359,19.02068,25.67327,-261.34432
218.52130,53.55739,21.07195,25.67327,-264.93416
246.21368,57.65993,31.84100,33.36565,-241.85726
295.44464,53.55739,32.86639,37.98088,-220.83163
323.64972,57.65993,32.86639,44.64788,-217.75472
308.77765,61.76247,41.58465,48.75042,-221.85726
293.39337,53.55739,39.02068,34.90422,-239.29305
322.62384,53.55739,39.53338,33.36565,-240.83163
329.80352,51.50612,33.37957,43.10930,-249.54940
293.39337,55.60866,28.76385,38.49407,-279.80599
263.13702,55.60866,29.78973,29.26311,-299.29305
239.03448,30.99294,10.81512,23.10930,-306.47249
210.82940,24.83913,1.07195,19.00676,-310.06234
193.90606,30.99294,7.73846,8.23723,-312.11361
184.16241,26.89040,5.68719,2.59661,-320.83163
160.05987,12.53151,-3.54377,2.59661,-348.52376
122.11114,0.22390,-16.36408,-11.24958,-373.13924
115.44464,6.37771,-11.23615,-7.66023,-352.62655
126.72638,10.48025,0.04607,5.67327,-323.39559
107.75225,10.48025,-7.64631,2.08342,-335.19051
86.72638,12.53151,-10.21027,-2.01912,-359.29305
78.52130,4.32644,-0.46662,-6.12166,-365.95980
75.95733,14.58278,10.30242,3.62200,-354.16488
79.54718,24.83913,13.89227,15.92961,-345.95980
69.29083,12.53151,10.81512,9.26311,-359.29305
54.93194,4.32644,16.45623,10.28850,-374.67782
46.21368,2.27517,8.76385,14.90422,-392.11361
41.59845,0.22390,-3.03059,4.64788,-397.24178
