EEG.AF3,EEG.T7,EEG.Pz,EEG.T8,EEG.AF4
35.61127,16.59258,-0.54462,2.21217,37.26235
29.97016,8.38750,10.73760,0.67359,37.26235
33.56000,18.64385,-3.10859,21.69898,36.23696
33.04682,20.69512,24.07110,16.57105,28.54457
23.81635,14.54131,-8.74970,-1.37768,19.82680
22.27778,18.64385,-9.77509,1.69898,20.33950
25.86762,12.49004,3.04522,1.18629,23.41616
22.27778,2.23369,-30.80097,-1.37768,24.95473
21.25190,4.28496,-0.54462,12.98121,31.62123
22.27778,6.33623,-9.26240,8.87867,32.64711
23.81635,2.23369,-4.64716,-11.12133,35.72426
33.04682,16.59258,30.22491,3.75025,47.51870
44.32905,37.10576,6.12237,25.80152,56.74965
48.94428,37.10576,24.07110,17.08375,62.39077
45.35444,35.05449,22.01983,10.92994,61.87807
39.20063,28.90020,22.01983,17.59644,49.56997
30.99555,14.54131,32.78887,5.28883,36.74965
25.35444,18.64385,-2.59589,-2.91625,36.23696
25.35444,28.90020,27.14776,14.00660,39.82680
19.20063,26.84893,23.04522,18.62232,32.13442
16.63666,24.79766,6.12237,5.28883,31.62123
28.94428,28.90020,32.78887,5.28883,42.90346
36.12397,26.84893,3.04522,15.54517,48.54457
37.66254,28.90020,22.53252,19.64771,53.67299
39.71381,33.00323,25.09649,20.67359,56.74965
37.14936,30.95147,4.58379,20.67359,55.72426
34.58539,24.79766,31.76299,15.03248,52.64711
43.30317,26.84893,8.17364,20.67359,50.08315
54.58539,37.10576,23.55791,30.92994,53.67299
44.84174,37.10576,26.63506,25.28883,53.67299
35.09809,30.95147,2.01983,16.57105,51.10854
46.38032,39.15703,39.96856,21.69898,56.74965
59.71381,51.46465,25.60918,30.92994,63.92934
62.27778,47.36211,34.32745,38.62232,74.69838
58.68793,43.25957,49.71172,38.62232,78.28823
53.04682,45.31084,22.53252,22.21217,67.00600
43.81635,45.31084,37.91680,17.59644,60.33950
39.71381,45.31084,22.01983,29.39137,58.80092
42.27778,43.25957,39.96856,24.77613,53.15981
45.35444,41.20830,58.42999,15.54517,54.18569
50.99555,43.25957,27.66045,28.87867,61.87807
57.14936,41.20830,51.76299,37.08375,61.87807
62.27778,43.25957,43.55791,32.98121,63.41616
81.25190,63.77227,65.09649,52.46851,91.62123
108.43158,90.43877,105.09649,82.72486,123.41616
116.12397,98.64385,76.37872,91.95533,131.10854
113.56000,96.59258,92.78887,97.59644,128.03188
119.71381,104.79766,89.19903,101.69898,128.54457
122.27778,110.95147,92.78887,85.28883,128.54457
106.38032,100.69512,106.12237,70.41724,113.15981
91.50873,84.28496,58.42999,76.57105,91.10854
87.40571,78.13116,75.35284,77.59644,89.05727
75.61127,63.77227,60.99395,50.41724,86.49330
65.86762,49.41338,28.17364,29.90406,68.03188
65.86762,49.41338,48.17364,35.03248,55.21108
64.84174,55.56719,26.63506,36.57105,57.26235
64.84174,51.46465,43.55791,38.62232,60.33950
54.07270,47.36211,42.01983,43.75025,52.13442
44.32905,49.41338,24.58379,35.03248,48.54457
50.99555,49.41338,39.45538,17.59644,54.18569
56.12397,47.36211,12.27618,15.54517,56.23696
53.56000,47.36211,38.42999,18.62232,60.33950
54.58539,43.25957,43.04522,23.75025,64.95473
55.09809,41.20830,21.50665,30.92994,61.87807
60.22651,55.56719,76.37872,35.03248,67.00600
88.43158,80.18242,90.22491,67.85279,98.28823
116.63666,94.54131,113.81426,102.72486,130.08315
119.71381,100.69512,115.35284,91.95533,133.67299
118.17524,113.00323,88.68633,84.26344,134.69838
122.27778,119.15703,124.58379,102.21217,144.44204
129.45698,123.25957,104.07110,111.44263,140.33950
136.12397,133.51592,107.66045,118.10963,134.69838
135.61127,141.72100,134.32745,124.26344,140.33950
139.71381,139.66973,121.50665,117.08375,145.98061
155.61127,143.77227,146.63506,124.77613,151.62123
166.38032,149.92608,128.68633,142.72486,162.90346
171.50873,156.07989,145.60918,146.31471,180.33950
176.12397,162.23369,175.86553,158.62232,188.54457
179.71381,166.33623,146.12237,172.46851,186.49330
183.30317,164.28496,170.73760,159.64771,188.03188
170.48285,156.07989,144.58379,140.16090,179.82680
145.35444,143.77227,114.84014,137.59644,160.33950
134.58539,137.61846,133.81426,129.39137,147.51870
131.50873,137.61846,110.73760,114.51978,140.85219
123.81635,131.46465,129.71172,111.95533,133.15981
114.07270,119.15703,117.91680,108.87867,123.92934
102.79047,108.90020,99.96856,98.62232,112.13442
89.97016,96.59258,117.91680,86.82740,96.74965
82.79047,90.43877,89.19903,73.49390,90.59584
92.02143,90.43877,116.37872,84.77613,101.87807
109.45698,102.74639,127.14776,115.54517,114.18569
119.71381,117.10576,119.45538,119.64771,123.41616
116.12397,108.90020,133.30157,106.31471,130.59584
105.86762,94.54131,82.01983,101.18629,125.98061
99.71381,90.43877,92.27618,90.41724,115.21108
97.66254,86.33623,100.48125,82.21217,105.98061
98.68793,84.28496,69.71172,82.72486,103.92934
87.91889,82.23369,74.84014,69.90406,95.72426
64.84174,65.82354,30.73760,44.77613,75.21108
50.48285,45.31084,32.78887,36.05836,57.26235
45.86762,41.20830,39.96856,35.54517,43.92934
36.63666,37.10576,12.27618,22.72486,36.23696
26.38032,28.90020,44.58379,19.64771,39.31362
27.91889,30.95147,33.81426,31.44263,39.82680
26.89301,30.95147,29.19903,25.80152,30.59584
13.04682,24.79766,24.07110,8.36597,22.90346
6.38032,26.84893,-0.54462,11.44263,19.82680
12.53412,28.90020,31.25030,10.92994,17.77553
11.50873,26.84893,5.60918,0.16090,17.77553
6.89301,20.69512,3.55791,4.77613,14.69838
6.89301,16.59258,26.12237,6.82740,8.03188
7.91889,20.69512,-4.13447,1.69898,10.08315
21.25190,26.84893,20.99395,10.92994,19.82680
30.48285,30.95147,14.32745,24.26344,14.69838
18.68793,28.90020,6.12237,20.67359,2.90346
10.99555,12.49004,10.73760,1.18629,5.98061
34.07270,4.28496,-21.57001,-12.65990,30.08315
77.66254,6.33623,4.58379,-14.71117,74.69838
128.94428,6.33623,-14.39082,-13.68529,130.59584
184.84174,2.23369,-27.72382,-5.99340,198.28823
239.71381,4.28496,10.73760,8.36597,270.59584
282.27778,12.49004,-5.67255,16.57105,323.41616
296.63666,14.54131,13.30157,10.92994,338.80092
274.58539,0.18242,8.17364,-2.91625,316.23696
237.14936,-10.07392,-5.15986,-8.04467,277.77553
206.38032,-1.86884,22.01983,-0.35229,244.95473
182.79047,4.28496,-6.69843,4.26344,220.85219
156.12397,-3.92011,4.07110,3.23756,188.54457
122.27778,-10.07392,4.58379,-1.89037,142.39077
98.17524,-8.02265,-7.72382,-11.63403,107.51870
76.12397,-1.86884,16.89141,-16.24975,87.00600
48.43158,-1.86884,-22.08320,-19.83910,62.39077
28.43158,-16.22773,-19.00605,-29.07006,37.26235
9.97016,-28.53535,-12.85224,-31.63403,16.23696
-2.85064,-32.63789,-36.44209,-25.48022,3.41616
-1.31207,-28.53535,-15.41621,-22.91625,1.87807
-9.00445,-26.48408,-48.74970,-26.50610,-11.96812
-26.44000,-34.68916,-38.49335,-32.14721,-27.35289
-33.10699,-36.74043,-17.98017,-34.19848,-28.37877
-36.18365,-30.58662,-49.77509,-28.55737,-34.01939
-46.44000,-32.63789,-27.21113,-24.45483,-49.40416
-55.15826,-34.68916,-42.08320,-25.99340,-62.22447
-47.97857,-26.48408,-32.85224,-32.14721,-58.63511
-29.51715,-18.27900,-7.72382,-30.09594,-45.81431
-19.26080,-12.12519,-25.15986,-18.81371,-40.68638
-22.33746,-5.97138,14.32745,-11.63403,-37.09654
-22.85064,2.23369,3.55791,-8.55737,-33.50670
-12.08111,4.28496,-6.69843,-0.86498,-31.45543
-14.64556,0.18242,16.89141,4.77613,-35.55796
-32.59429,-8.02265,-7.21113,-13.17260,-49.91685
-38.74810,-12.12519,10.73760,-24.45483,-61.19908
-39.77349,-12.12519,-1.05732,-4.96752,-60.68638
-43.36334,-20.33027,-10.80097,-1.37768,-60.17320
-40.28619,-32.63789,6.12237,-19.32641,-67.86558
-36.69683,-34.68916,-23.10859,-25.48022,-71.45543
-42.33746,-28.53535,-6.18574,-30.09594,-68.89146
-45.41461,-32.63789,-16.95478,-38.30102,-70.43003
-42.85064,-38.79170,-23.10859,-31.63403,-69.40416
-47.97857,-49.04853,-1.57001,-36.76244,-71.96812
-60.79937,-51.09980,-46.69843,-53.68529,-77.60923
-63.87603,-40.84297,-22.08320,-44.45483,-71.45543
-57.20953,-34.68916,-10.80097,-37.78783,-66.32701
-55.67095,-38.79170,-42.08320,-48.04467,-65.30162
-49.51715,-38.79170,-8.23701,-34.71117,-51.96812
-38.74810,-26.48408,-13.36494,-17.78783,-39.66050
-38.23492,-22.38154,-4.64716,-14.71117,-37.09654
-39.77349,-32.63789,-6.69843,-14.71117,-33.50670
-35.67095,-34.68916,-26.69843,-22.91625,-27.35289
-43.36334,-24.43281,-0.03144,-28.04467,-27.86558
-61.82476,-28.53535,-28.74970,-27.01879,-39.14781
-70.02984,-42.89424,-34.39082,-35.73656,-49.40416
-71.56842,-44.94551,-40.03144,-46.50610,-55.04527
-67.97857,-32.63789,-54.39082,-47.53149,-50.43003
-65.41461,-26.48408,-1.57001,-45.99340,-35.55796
-63.87603,-30.58662,-22.08320,-39.32641,-33.50670
-44.38873,-26.48408,-26.18574,-28.04467,-29.91685
-17.20953,-5.97138,3.55791,-20.35229,-10.43003
-4.90191,4.28496,-10.80097,-17.78783,6.49330
-0.28619,2.23369,15.86553,-16.76244,15.72426
4.84174,14.54131,-5.67255,-17.27514,19.31362
4.84174,20.69512,-17.46748,-18.30102,14.18569
-4.38873,2.23369,-0.54462,-15.22387,6.49330
-18.23492,-3.92011,-27.21113,-9.07006,1.36489
-20.28619,4.28496,-6.18574,-8.04467,-1.71177
-18.74810,-3.92011,-23.10859,-17.27514,-12.48130
-30.02984,-16.22773,-35.92890,-27.53149,-24.27574
-41.31207,-22.38154,-24.64716,-44.45483,-35.55796
-45.92730,-26.48408,-63.10859,-59.83910,-52.99400
-57.20953,-30.58662,-43.10859,-58.81371,-65.81431
-67.97857,-38.79170,-60.03144,-59.83910,-74.01939
-50.02984,-36.74043,-71.82636,-47.01879,-61.19908
-26.44000,-24.43281,-21.05732,-23.94164,-33.50670
-33.10699,-20.33027,-48.23701,-33.68529,-32.99400
-43.36334,-32.63789,-50.80097,-52.14721,-48.37877
-39.26080,-30.58662,-47.72382,-46.50610,-46.84019
-33.10699,-18.27900,-54.39082,-44.45483,-39.14781
-26.95318,-26.48408,-31.82636,-48.04467,-39.14781
-24.90191,-34.68916,-65.15986,-43.42895,-37.60923
-25.92730,-30.58662,-58.49335,-44.96752,-32.99400
-26.95318,-28.53535,-52.85224,-48.55737,-29.91685
