EEG.AF3,EEG.T7,EEG.Pz,EEG.T8,EEG.AF4
92.46218,36.19767,68.62316,81.05203,111.78074
62.20534,34.14640,52.72570,55.92361,88.70359
72.46218,50.55655,58.87951,47.71853,95.88328
88.35964,42.35147,58.87951,63.61600,105.11375
89.38503,58.76163,63.49474,64.64139,97.42136
63.23122,58.76163,55.28966,45.66726,78.44724
41.17995,11.58194,33.23839,24.12869,72.80613
77.07741,27.99210,53.23839,40.02615,96.39597
74.00026,42.35147,45.03331,38.48758,77.93455
65.28249,34.14640,43.49474,43.10330,80.49851
77.07741,34.14640,58.36632,61.05203,102.03709
56.05153,23.88956,34.26378,54.38504,70.75486
64.76979,38.24894,37.34093,57.46219,72.80613
61.69265,19.78702,31.69982,33.87234,79.47263
54.51345,15.68448,31.18712,31.30838,72.29343
81.69265,56.71036,53.75109,56.94949,90.75486
68.87233,42.35147,37.85363,34.89773,84.08836
59.12868,25.94083,37.34093,39.00076,76.39597
48.35964,27.99210,36.31505,36.94949,64.08836
42.20534,30.04337,38.87951,15.92361,62.54978
57.59011,27.99210,55.80236,35.41092,79.47263
52.97487,9.53067,34.77697,41.05203,63.57517
47.84645,36.19767,44.52062,48.74393,64.08836
19.12868,23.88956,46.05870,39.00076,54.85740
30.92360,-0.72567,34.77697,25.66726,50.75486
97.07741,36.19767,60.93077,52.84646,92.80613
87.84645,15.68448,37.85363,44.12869,85.11375
67.33376,-15.08456,16.82824,21.05203,75.37009
61.17995,-4.82821,28.10997,13.87234,84.60105
45.28249,13.63321,35.28966,24.12869,73.31883
70.41091,42.35147,46.57189,49.76980,78.95994
65.79518,25.94083,26.05870,17.97488,62.54978
43.74391,11.58194,24.52062,-6.12766,45.62644
34.51345,5.42813,31.18712,19.51346,44.60105
29.89772,3.37686,28.62316,40.02615,49.21629
62.20534,23.88956,50.16124,52.84646,78.44724
61.17995,5.42813,29.13585,20.02615,70.24217
64.25661,13.63321,21.44347,8.74393,62.03709
68.87233,27.99210,29.13585,33.35965,68.19090
29.38503,-6.87948,9.64855,33.87234,52.29343
35.02614,-2.77694,22.46935,40.02615,65.62644
40.66725,-6.87948,13.75109,5.66726,56.90867
43.23122,-4.82821,16.31505,-0.99924,48.70359
61.17995,23.88956,44.00743,41.56473,68.70359
48.87233,19.78702,30.16124,33.35965,53.83201
50.92360,32.09513,38.36632,35.92361,56.39597
49.89772,27.99210,42.98204,39.51346,61.01121
51.94899,9.53067,37.34093,19.51346,55.37009
47.33376,17.73575,38.87951,0.02615,53.83201
23.23122,13.63321,20.93077,-6.12766,34.85740
49.89772,19.78702,37.85363,30.28250,51.78074
56.05153,3.37686,38.36632,20.02615,61.01121
40.66725,7.47940,32.21251,-7.15354,57.42136
59.64138,32.09513,58.87951,23.10330,69.21629
63.23122,11.58194,53.23839,48.23123,59.98582
77.07741,25.94083,52.21251,67.20584,75.37009
61.69265,27.99210,37.85363,43.10330,75.88328
44.76979,19.78702,25.54601,10.28250,64.08836
67.33376,60.81290,46.57189,35.41092,83.57517
41.69265,32.09513,25.54601,29.76980,67.67771
36.05153,-10.98202,19.39220,24.12869,70.75486
51.43630,-2.77694,26.57189,28.74393,87.16502
43.23122,15.68448,25.54601,19.00076,73.31883
66.82106,27.99210,51.18712,41.05203,85.11375
65.79518,5.42813,36.31505,42.07742,87.16502
55.53884,19.78702,34.26378,42.07742,92.80613
56.56472,30.04337,51.69982,42.07742,99.47263
51.94899,3.37686,38.36632,20.02615,86.13963
69.89772,30.04337,41.44347,22.59012,97.42136
65.79518,38.24894,33.75109,15.92361,95.88328
67.84645,30.04337,43.49474,29.25711,97.42136
62.20534,25.94083,46.05870,44.12869,96.39597
34.00026,3.37686,13.75109,13.35965,66.65232
65.28249,25.94083,30.16124,22.07742,82.03709
75.53884,32.09513,33.23839,33.35965,93.31883
58.61599,27.99210,25.54601,30.28250,88.70359
59.64138,34.14640,35.80236,32.33377,91.26756
51.94899,9.53067,27.08458,29.76980,78.95994
70.41091,23.88956,42.46935,47.71853,97.42136
72.46218,42.35147,44.00743,33.35965,103.06248
77.59011,34.14640,39.90490,27.71853,104.08836
92.97487,9.53067,46.57189,38.48758,116.39597
69.89772,5.42813,32.72570,7.71853,89.21629
77.07741,50.55655,49.13585,14.89773,90.75486
75.53884,40.30020,42.98204,42.59012,99.98582
63.23122,25.94083,26.57189,46.69266,97.93455
68.35964,48.50528,35.80236,36.94949,93.83201
46.82106,25.94083,22.46935,17.97488,61.01121
68.35964,34.14640,45.54601,43.61600,82.03709
79.64138,42.35147,48.62316,35.92361,105.11375
50.41091,19.78702,18.87951,-8.69162,79.98582
57.59011,32.09513,32.21251,16.43631,76.90867
59.64138,27.99210,35.28966,33.35965,71.26756
74.00026,27.99210,48.62316,30.28250,85.11375
71.43630,27.99210,51.69982,30.79519,92.29343
43.74391,9.53067,30.67443,20.53885,70.24217
61.69265,17.73575,33.75109,19.00076,79.47263
66.30788,23.88956,20.41808,0.53885,77.93455
60.15407,44.40274,28.62316,18.48758,80.49851
50.41091,30.04337,35.28966,42.59012,85.11375
48.35964,-13.03329,17.34093,32.33377,73.31883
85.79518,23.88956,39.39220,48.23123,93.31883
68.35964,34.14640,33.75109,29.76980,83.57517
39.12868,19.78702,26.05870,6.69266,63.06248
44.25661,32.09513,36.82824,31.82107,71.78074
30.41091,15.68448,15.80236,49.25711,65.11375
35.53884,-0.72567,10.16124,41.05203,62.03709
36.05153,-17.13583,1.95617,10.79519,45.11375
39.64138,7.47940,13.75109,24.64139,54.85740
41.17995,40.30020,28.62316,47.20584,83.57517
8.35964,11.58194,-1.12049,9.76980,51.26756
17.07741,7.47940,9.64855,0.02615,39.47263
23.23122,-4.82821,16.31505,2.59012,48.19090
16.56472,-0.72567,14.77697,15.41092,51.78074
30.92360,38.24894,32.72570,50.28250,61.01121
27.84645,27.99210,23.49474,37.46219,47.16502
44.25661,27.99210,37.34093,23.10330,59.47263
44.25661,17.73575,30.67443,18.48758,63.57517
36.05153,-2.77694,10.16124,24.12869,56.90867
39.64138,11.58194,25.03331,28.23123,61.01121
19.64138,7.47940,18.87951,-8.17893,44.60105
50.41091,21.83829,27.08458,7.71853,66.65232
61.17995,21.83829,21.95617,36.94949,67.67771
24.25661,11.58194,7.59728,22.07742,42.03709
20.15407,11.58194,9.64855,5.66726,47.16502
-2.92259,-31.49472,-23.68495,-31.25607,18.95994
8.35964,-17.13583,-3.68495,-13.30734,24.08836
45.28249,32.09513,31.18712,16.94949,56.90867
33.48757,23.88956,7.08458,-15.35861,42.03709
19.64138,13.63321,-6.24891,-19.97385,35.37009
7.33376,-10.98202,-14.96669,-9.20481,31.78074
24.76979,-13.03329,-3.17176,8.74393,35.88328
16.56472,-15.08456,-7.27430,15.41092,26.13963
-18.30735,-19.18710,-25.22303,2.07742,7.67771
14.51345,9.53067,4.52062,18.48758,41.52390
29.89772,-8.93075,-5.22303,9.25711,45.62644
20.66725,-17.13583,-18.55653,4.64139,33.31883
7.84645,-0.72567,-6.76161,10.79519,23.57517
-13.17894,-21.23837,-23.68495,-24.07639,-7.19387
1.69265,-13.03329,-15.99257,-24.58908,11.78074
-10.10228,-19.18710,-15.99257,-7.15354,19.47263
1.69265,-8.93075,-12.40272,6.17996,13.31883
38.61599,17.73575,0.41808,27.71853,29.21629
17.07741,-4.82821,-12.40272,36.94949,28.70359
12.46218,-8.93075,-0.60780,48.74393,44.08836
18.61599,-6.87948,-6.24891,18.48758,37.93455
20.66725,5.42813,-3.17176,3.61600,31.26756
25.79518,32.09513,30.67443,37.46219,52.80613
10.41091,19.78702,23.49474,36.43631,42.03709
27.84645,17.73575,29.13585,33.87234,41.52390
25.79518,9.53067,27.08458,14.38504,39.47263
4.25661,11.58194,24.52062,4.64139,33.31883
22.71852,40.30020,47.59728,54.38504,47.16502
26.82106,25.94083,25.54601,61.56473,45.62644
19.12868,13.63321,12.21251,35.92361,43.06248
4.76979,7.47940,9.64855,16.94949,24.08836
6.82106,7.47940,-0.60780,7.71853,20.49851
23.23122,30.04337,6.57189,7.71853,46.65232
-5.99974,-0.72567,-7.27430,-13.82004,25.62644
0.66725,-13.03329,2.98204,18.48758,20.49851
13.48757,13.63321,8.62316,49.76980,32.80613
-5.99974,21.83829,-5.73622,7.71853,27.67771
15.02614,13.63321,10.67443,-2.53781,41.01121
5.79518,-23.28964,-4.71034,15.92361,22.54978
-8.05101,-13.03329,-2.14637,43.61600,15.88328
6.30788,9.53067,20.41808,48.23123,33.31883
10.41091,5.42813,15.28966,14.38504,31.26756
