EEG.AF3,EEG.T7,EEG.Pz,EEG.T8,EEG.AF4
-13.29899,3.06939,-9.51304,18.68623,-6.33177
-20.92161,5.75859,-19.78068,47.17887,-6.18608
2.37405,5.66458,-17.72784,38.31279,9.43557
0.32850,3.58340,-20.05312,14.16291,1.82463
-10.96436,4.84032,-14.65248,25.20480,-0.69679
8.93261,5.15562,-6.06250,40.32312,19.10247
22.50421,-7.06055,-14.70646,19.53727,19.54084
23.03211,-3.00602,-11.94419,11.70583,13.70900
8.69357,8.78818,-6.82185,16.53516,5.65384
-8.91540,1.64457,-14.72871,3.92110,-0.33177
-7.33063,-1.62976,-12.55187,4.00236,9.09133
-5.83069,1.69386,-8.14593,9.92126,2.24856
-2.91439,3.09627,-12.94250,5.62234,-7.15554
-2.21089,-3.14983,-20.57834,-7.57977,3.26718
-10.06640,-8.06069,-19.57660,-8.04308,9.15359
-11.86212,-7.44593,-16.65972,4.83752,1.33488
-15.69443,-19.39520,-26.31803,-10.89606,-9.53022
-19.65312,-18.83074,-19.31133,-15.75382,-9.36191
-14.88303,-0.38379,2.14783,12.24305,-10.46493
5.06838,3.64297,3.16796,11.90478,-8.76028
16.67824,-3.38827,-6.27735,-13.72954,3.28038
-6.63729,-6.30482,-10.77134,-24.39020,-5.21089
-11.29185,3.24570,-3.26531,-17.77941,-10.78538
-3.47950,3.03685,8.16995,-18.13043,-3.56030
-25.83979,-6.82174,8.23556,-22.46368,-10.61896
-25.11755,2.73283,4.73808,-16.74082,-9.56577
-8.66636,7.34906,2.57294,-18.80861,-5.81364
-20.55992,0.75353,-0.34978,-16.08161,-11.95761
-28.44180,-5.26062,-8.43107,-8.78567,-17.82757
-2.79402,-7.31596,-7.12031,-13.43238,-16.21179
18.96510,4.10690,11.60752,-8.55898,-3.21409
-7.55375,2.91014,10.28508,-11.04153,-10.25631
-26.28888,1.09161,-2.03362,-22.21976,-30.62689
-16.30860,12.38710,6.29766,-13.78532,-35.65864
-28.27309,11.49679,17.02012,-0.76618,-38.30739
-30.43176,15.84321,25.89044,5.41590,-33.85873
-8.14885,20.29916,29.19735,1.38063,-20.55474
14.79043,18.76746,24.22021,5.37301,-0.90759
38.74180,27.78268,28.46416,17.24725,21.27096
51.98901,30.29534,34.38966,6.10033,30.18271
72.58865,26.41604,31.59349,2.15213,51.43605
90.62625,24.14777,26.35906,17.29384,75.38778
74.49690,25.73503,27.95500,30.77658,73.35496
34.33954,20.97284,23.83519,38.20850,50.87818
-1.79255,4.82136,6.28281,25.13555,19.49358
-6.25786,8.04592,5.27765,18.57328,9.36429
-14.78080,16.60689,15.74920,38.00929,4.04453
-30.71982,18.62857,19.99987,56.80306,-0.48308
-27.20159,25.85794,22.87835,50.68304,3.95785
-24.89813,17.28715,18.06151,27.85528,-3.10046
-14.15569,12.23205,15.74253,31.01233,2.94126
-10.75483,15.54548,10.57864,34.01009,7.58003
-28.72044,5.67460,-0.54003,12.26360,-15.42552
-30.72748,3.89261,9.20510,13.25092,-27.40525
-24.24157,10.12172,20.79406,26.79102,-23.22579
-24.86569,11.84535,15.73801,26.84691,-18.71910
-24.04269,7.16412,12.12666,16.78711,-12.31104
-8.75343,7.38569,16.90200,7.81762,-3.40131
11.87451,15.88002,23.48111,10.95582,2.78811
0.69324,10.29597,23.03857,-0.66098,-4.80703
-18.75257,5.70429,19.07216,-17.87882,-8.57908
-21.88945,-0.85959,6.85612,-16.70131,-13.31043
-22.92203,-13.03594,-4.70589,-12.90475,-29.54960
-18.55107,1.80659,5.23082,-8.88591,-22.66397
-14.46870,12.05604,11.72779,-3.61464,-4.36723
-5.11157,0.32472,2.65659,3.56183,-8.50612
-4.71218,-5.88703,-4.55692,-2.42728,-27.83258
-18.56184,-1.73741,-0.20638,-10.97683,-30.38617
-13.51978,6.38666,12.08668,10.63935,-11.49523
-8.63871,-2.00475,6.80343,16.72354,-11.37040
-23.35479,-8.16179,-7.14126,-3.76791,-18.49234
-43.45116,-3.77744,-9.46084,-14.12527,-17.36240
-48.05773,-8.79426,-7.26830,-15.52549,-26.76364
-24.82168,-0.18838,0.06451,-6.06481,-26.35018
-20.79410,2.63673,-3.13728,-14.75626,-30.00016
-32.88443,-7.48910,-7.16098,-25.42082,-39.12846
-19.39153,4.27592,9.94704,4.20386,-15.80948
3.41712,12.23552,16.37083,19.34153,12.50391
15.93390,1.15846,9.84867,5.66903,15.24848
-2.42390,-8.85607,15.98404,5.22144,-1.48348
-11.92215,2.46374,22.25986,20.29363,-4.62173
21.10459,13.67394,4.75221,21.02268,13.69700
25.24967,-5.07773,-21.25145,-11.45166,8.87147
6.80284,-7.01276,-19.63635,-28.11362,-5.27754
14.87613,3.49748,-12.00302,-14.53196,-4.52104
15.75179,-7.34823,-17.00762,-10.48039,-5.70630
-4.81081,-8.30903,-13.15027,-18.66171,-9.89889
-20.27464,-5.20645,-11.39452,-29.06818,-15.98687
-21.18656,-12.72199,-18.88981,-25.62459,-22.80862
-30.50743,-21.04779,-24.58981,-20.91775,-35.13129
-40.66697,-20.01704,-21.57589,-25.83611,-33.89253
-24.51623,-15.15388,-14.78371,-18.08458,-10.15693
-20.75026,-32.02747,-27.90380,-13.30797,-13.27462
-49.99910,-44.05238,-45.55441,-18.55724,-37.48847
-62.91820,-38.33264,-41.04398,-24.09947,-40.00152
-21.48789,-33.57788,-23.25543,-23.30271,-16.57799
24.26433,-21.72803,-9.24209,-6.12364,9.28437
1.01283,-20.46463,-15.09663,-2.46690,-1.61535
