EEG.AF3,EEG.T7,EEG.Pz,EEG.T8,EEG.AF4
-22.75662,-2.05848,15.44513,-47.48689,2.48743
-93.11449,-8.66529,34.83333,-139.38034,6.00890
-73.16862,-20.18263,26.41215,-90.39053,0.51964
-55.12251,-25.08856,18.23153,-60.75548,-6.49894
-54.33536,-21.81367,20.92308,-63.56306,0.21144
-34.74155,-22.30279,14.99827,-42.11997,7.22074
-30.19619,-17.08603,15.15042,-41.85430,-1.15415
-27.54498,-13.26141,20.29270,-36.27253,-8.70349
-15.02590,-20.44562,17.46647,-12.16252,6.48366
-9.69918,-19.83209,18.37695,11.98081,19.63898
-18.16789,-13.71780,22.73567,6.55328,10.09994
-14.02946,-8.93286,24.87543,-4.87116,13.23107
-5.02480,-1.90442,25.95421,-0.78724,22.79950
-12.70794,3.38569,21.78980,-7.52956,10.85796
-17.28979,7.93840,18.11718,-19.04612,3.51228
-19.96864,8.04421,12.50021,-19.90285,-0.12715
-24.53035,5.38878,8.85971,-10.63319,-6.13544
-14.90499,7.11074,18.18904,4.79640,9.47402
-7.96750,6.29206,24.10450,7.90552,25.44672
-15.41008,6.18562,23.81691,0.41166,18.12305
-23.68470,8.29661,23.39910,-11.05705,5.69137
-26.00544,8.46817,16.17344,-24.34447,6.31667
-21.38709,10.41304,19.25876,-15.57407,18.82071
-21.79591,13.43252,35.04454,4.40027,23.00522
-31.72900,19.00671,34.27222,-2.16256,11.25857
-38.62668,19.92390,20.34269,-25.48993,0.43480
-36.94712,16.19365,21.54557,-29.63315,1.62717
-28.43033,17.23852,30.18493,-20.17338,5.35397
-16.35538,16.94271,25.55761,-21.13245,4.54902
-0.89798,17.26685,20.92183,-16.78651,9.70921
6.62489,15.34086,18.47459,-9.77475,10.90560
2.42359,11.86196,9.98024,-17.79336,0.21027
0.32761,20.51199,8.96772,-17.53111,-1.91753
1.96838,26.30402,15.61541,-5.75960,1.81436
8.40178,24.24773,21.43747,-2.37490,2.10489
12.20950,25.53016,19.07262,-8.50671,0.21341
5.97831,23.19939,7.81520,-12.72627,-4.94576
3.15546,15.42917,5.26040,-6.78262,-7.57570
3.05190,12.10268,10.76812,-2.99721,-10.81908
-0.63223,18.74889,14.13314,-2.01202,-15.05988
-5.15135,19.85376,14.94462,2.62597,-16.03284
-6.97858,13.21774,13.13403,6.68286,-14.86738
-1.54217,13.23470,15.17818,12.07011,-10.55616
1.76635,9.61006,16.35484,10.62700,-11.21210
-0.89627,3.17985,9.99050,2.35060,-15.20074
-1.24868,3.53919,4.55118,-3.28145,-14.06630
-1.88332,3.98276,7.46136,-1.93114,-13.24077
-3.62495,3.58147,11.51732,5.48296,-15.22518
4.41622,-0.23980,0.83581,2.16118,-17.31580
22.79696,-2.05179,-11.23678,-7.38105,-12.31844
30.30356,0.03293,-7.02831,-11.04282,-4.23013
26.06657,-3.10015,-1.70696,-13.87760,-1.96015
27.66442,-6.09018,-4.33081,-9.33707,0.30302
24.68982,-12.44462,-12.07633,-5.22269,-4.64012
17.19219,-15.96702,-16.54426,-10.56189,-14.70844
18.02990,-10.37024,-14.79731,-12.96811,-14.73801
13.14422,-17.81068,-22.93776,-13.72172,-16.87263
4.84342,-30.27182,-33.87904,-17.01162,-24.22347
7.32714,-29.73846,-33.43758,-20.50331,-26.37136
