EEG.AF3,EEG.T7,EEG.Pz,EEG.T8,EEG.AF4
-23.06646,-3.41870,-4.71324,-3.49983,-31.21507
-63.18020,-3.45809,-10.15932,-4.01336,-84.79472
-55.29086,1.47982,-8.71857,3.85157,-68.47845
-33.60319,-0.11376,1.54304,12.84844,-32.75923
-16.70038,1.77705,4.69570,23.00879,-20.66515
-5.32649,3.79597,-7.78850,22.83877,-23.65059
-15.04014,0.55160,-5.47338,6.47707,-32.68445
-18.75932,7.43141,1.47320,-2.28012,-17.79424
-4.81461,12.04022,1.41675,10.69127,9.28783
-1.85349,7.05509,3.88956,28.37521,12.07911
-20.10504,5.82559,1.37338,29.71978,-8.88399
-25.51931,4.53226,7.57901,25.82715,-17.33266
-14.29115,0.31578,11.72878,29.80456,-6.31729
-18.49028,-3.53732,6.53610,26.40158,-4.13930
-25.21340,-9.67480,0.01051,13.87403,-12.01208
-12.00573,-9.73468,-8.49863,14.57323,-5.64130
-4.28134,1.81544,-4.64351,28.08867,-3.56106
-19.61747,5.65497,-6.35239,30.18186,-33.74038
-31.27459,-3.68610,-9.53764,17.71485,-39.09299
-21.70246,-3.89761,0.55589,9.16385,6.01962
-9.27231,0.02521,-1.77528,8.44120,11.21908
-5.31186,-8.90898,-2.63971,3.41487,-26.14560
-2.26202,-13.15891,3.68780,-3.58340,-15.69380
2.86998,-2.70140,11.17253,3.45689,21.54617
7.21841,4.41162,22.79923,16.52810,28.03601
11.04062,2.34065,23.65089,15.94666,23.96733
16.49901,-1.29771,28.76677,15.39802,26.41629
18.07645,-4.17314,30.23317,24.63219,22.85458
15.02136,-0.83227,21.53014,26.11876,15.33512
18.79627,7.83946,21.69932,23.98886,18.01501
19.21868,5.28422,9.96375,16.91367,19.65020
-2.05692,-7.84917,-4.75977,-11.76459,-3.01033
-22.64585,-11.49879,-8.78073,-31.02274,-27.66648
-17.13424,-3.52705,-6.88178,-15.08550,-17.85085
-2.09343,10.40519,6.46011,2.87488,6.32937
4.66649,23.13807,5.46848,7.92268,8.49546
8.30930,16.83004,-5.09282,13.92384,-0.67572
9.23685,4.48941,-6.50204,16.10057,-1.83929
7.38702,9.59468,-3.90506,9.37260,4.73205
12.54723,12.59955,1.89103,-1.17126,13.97408
17.49558,1.99122,-7.86561,-7.32642,11.91430
13.06251,0.42842,-14.01910,-6.92610,4.01356
11.16579,7.36000,-3.32216,-6.48794,4.22168
13.31746,4.24547,-4.92140,-0.88177,1.87884
17.63261,1.18551,-11.52401,8.88089,6.91062
26.06731,10.19757,-19.21751,6.00796,25.18522
18.28700,13.96419,-19.62813,-0.66385,21.62059
-3.23007,1.62092,-14.18828,2.06108,1.29355
-2.38237,-9.15928,-21.15496,-2.42205,4.20067
11.83307,-5.76738,-17.42792,-11.57606,13.75175
7.63806,-1.96366,-10.89762,-9.61647,1.22227
0.35983,-6.60010,-11.21629,-7.78520,-3.34544
3.42947,-5.96423,-9.87470,-9.63790,8.56187
