EEG.AF3,EEG.T7,EEG.Pz,EEG.T8,EEG.AF4
12.59189,-14.28575,5.18607,0.00469,10.60097
33.48624,-27.68876,14.53254,-0.50158,27.06780
16.94656,-17.48493,15.95515,-0.09818,19.31942
0.77523,-17.98585,4.38173,0.52214,7.08496
4.69022,-21.13758,-3.11558,4.79614,3.69014
8.27306,-13.14591,3.50008,5.05695,2.03823
-1.26837,-15.05662,6.84994,-3.08445,-3.53114
-9.65600,-11.62835,7.26155,3.78861,-1.99487
-1.69963,-5.51432,6.78547,11.75828,4.81793
18.75379,-3.16337,4.94260,7.34912,15.13364
22.92058,-6.13938,4.69799,1.79153,18.67652
8.08538,-15.32428,-0.67441,-4.69449,8.04542
4.58356,-9.75793,-0.36246,0.13942,4.64565
-4.61992,-9.40751,3.09313,-0.81886,-5.95801
7.60863,-11.29446,7.64433,-2.69776,4.10842
58.72937,5.32180,19.71750,19.98132,58.25704
93.24167,12.15124,23.17884,34.31813,103.85882
104.20887,13.42780,22.88741,32.40374,115.69552
105.84493,16.11333,22.21735,29.81127,98.60780
91.96906,15.00849,18.74564,29.48614,79.39203
64.12603,17.37583,23.49728,31.13756,73.37460
43.55906,17.08228,24.25539,25.60157,61.49478
41.49262,15.73416,19.72222,24.88704,43.41629
27.14004,6.68656,12.67430,19.33927,18.55210
-6.32518,-1.06560,4.71154,8.93490,-11.37618
-19.35615,1.00516,8.34926,20.43925,-21.01944
-16.40009,-9.63050,7.19905,29.38616,-18.93337
-20.05737,-11.98477,3.90700,25.60146,-22.48477
-27.92488,-4.47391,11.85193,20.35039,-23.33933
-26.33136,-10.93956,18.88395,15.60405,-13.41250
-13.31799,-10.54861,19.22419,18.78335,-6.64791
-12.19481,-7.24445,6.14799,13.34371,-16.40137
-10.48977,-7.03443,-6.61830,5.24074,-16.29390
-8.64867,-9.44328,-14.36984,-2.36620,-15.30842
-20.64358,-18.18101,-28.59699,-16.80165,-27.38606
-24.79617,-11.85701,-25.17576,-9.19903,-23.42735
-31.43477,-4.88915,-5.28997,6.95382,-26.38078
-39.23349,-12.10604,7.92496,8.69987,-41.09508
-31.43676,-17.99075,13.20397,3.99826,-31.22146
-29.33651,-15.50642,10.24365,-2.79903,-22.33357
-32.35122,-9.33277,1.70539,-4.21980,-29.61796
-27.18600,-16.67984,-12.06187,-9.99098,-28.71606
-12.65504,-13.73603,-14.74781,-7.73845,-15.29727
-5.57742,5.70218,-5.38302,5.51682,-11.14403
-15.23365,5.06376,-8.29785,1.89016,-16.84388
-10.77106,3.24384,-6.14537,2.72641,-5.89945
-4.23721,6.71418,3.94807,8.79823,-7.85411
-14.09975,4.35462,6.01300,3.50459,-25.59797
-13.74645,7.97101,10.31029,3.18297,-12.36975
-0.43603,12.64060,14.58224,5.51891,6.71218
9.68237,19.70534,16.17308,8.40670,1.87487
-1.86425,20.12877,9.84469,2.20664,-15.99352
-18.31367,16.41410,1.65471,-8.94088,-23.25202
-17.17641,18.67333,0.81038,-10.67647,-20.46984
-15.62616,14.50290,-7.84376,-17.93301,-31.76452
-12.05283,16.78282,-9.67190,-16.53864,-32.73851
-21.04992,15.00859,-3.18374,-10.79212,-25.01520
-38.83200,7.44531,-2.13625,-15.02745,-28.07009
-26.86083,16.96342,6.68363,-7.92972,-23.24431
-12.58164,16.10238,9.72159,-4.42076,-23.66114
-16.10803,11.07747,3.61783,-7.83020,-25.01600
-27.09249,18.37887,-0.85311,-7.63658,-18.47020
-31.76025,21.52490,-5.28542,-6.65413,-16.03712
-8.49516,27.20403,1.39360,5.08255,-2.21117
2.87574,26.71102,5.99841,7.11461,5.21663
-15.29252,18.74441,-0.41290,-2.90945,-4.54983
-21.50450,14.27484,-3.78178,-4.79987,-10.22561
-18.63166,9.64445,-3.08975,-3.68327,-11.91912
